Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
2-03260-0005,2860 BAILEY AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       78,1955,"77,760","1,230,941",     15.83,"467,338",6.01,"763,603","5,631,000",     72.42,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","271,345",     16.35,"158,326",9.54,"113,019","1,195,000",     72.01,0.83,2-03306-0042,2965 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       31,1937,"40,509","626,674",     15.47,"337,845",8.34,"288,829","1,390,000",     34.31,0.93,2-03250-0087,2855 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       43,1927,"52,200","813,798",     15.59,"417,600",8.00,"396,198","1,511,000",     28.95,0.23
2-03263-0067,3915 ORLOFF AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,      104,1957,"115,000","1,484,650",     12.91,"841,800",7.32,"642,850","4,490,000",     39.04,2-03309-0061,200 EAST MOSHOLU PARKWAY S,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       42,1936,"45,810","551,094",     12.03,"275,776",6.02,"275,318","1,879,000",     41.02,0.93,2-03251-0490,40 WEST MOSHOLU PARKWAY S,KINGSBRIDGE/JEROME PARK,D6  -ELEVATOR,      872,1975," 1,074,490","14,806,472",     13.78,"9,262,104",8.62," 5,544,368","39,654,000",     36.90,0.55,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-03263-0085,3900 BAILEY AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,      188,1963,"247,530","4,472,867",     18.07,"2,608,966",10.54,"1,863,901","14,222,000",     57.46,2-05789-0024,3240 HENRY HUDSON PARKWAY E,RIVERDALE,D1  -ELEVATOR,      108,1938,"163,197","3,201,925",     19.62,"1,844,126",11.30," 1,357,799","10,192,000",     62.45,0.95,2-03324-0089,3415 KNOX PLACE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       25,1931,"25,200","455,364",     18.07,"265,608",10.54,"189,756","1,008,000",     40.00,0.59,2-03322-0057,3121 VILLA AVENUE,BEDFORD PARK/NORWOOD,D3  -ELEVATOR,      111,2006,"106,586","1,920,680",     18.02,"1,156,458",10.85,"764,222","5,409,000",     50.75,0.71
2-03263-0225,75 WEST 238 STREET,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       72,1960,"77,000","1,207,360",     15.68,"725,340",9.42,"482,020","3,561,000",     46.25,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","260,225",     15.68,"156,334",9.42,"103,891","1,195,000",     72.01,0.91,2-03306-0042,2965 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       31,1937,"40,509","599,938",     14.81,"332,984",8.22,"266,954","1,390,000",     34.31,0.87,2-03250-0113,2850 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       78,1927,"95,500","1,570,975",     16.45,"866,185",9.07,"704,790","3,964,000",     41.51,0.71
2-03263-0235,3840 CANNON PLACE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,      171,1958,"170,350","2,826,107",     16.59,"1,809,117",10.62,"1,016,990","7,623,000",     44.75,2-03642-0001,880 THIERIOT AVENUE,SOUNDVIEW,D6  -ELEVATOR,      158,1968,"175,851","3,133,665",     17.82,"1,967,773",11.19," 1,165,892","8,870,000",     50.44,4.48,2-02723-0040,1018 EAST 163 STREET,MORRISANIA/LONGWOOD,D7  -ELEVATOR,      112,1909,"156,980","2,411,213",     15.36,"1,422,239",9.06,"988,974","7,269,000",     46.31,4.31,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-03267-0056,3123 BAILEY AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       53,1964,"43,645","775,135",     17.76,"422,047",9.67,"353,088","2,684,000",     61.50,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","294,745",     17.76,"160,483",9.67,"134,262","1,195,000",     72.01,0.9,2-03250-0113,2850 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       78,1927,"95,500","1,769,615",     18.53,"889,105",9.31,"880,510","3,964,000",     41.51,0.43,2-03250-0087,2855 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       43,1927,"52,200","887,400",     17.00,"424,386",8.13,"463,014","1,511,000",     28.95,0.41
2-03267-0060,3119 BAILEY AVENUE,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       66,1961,"65,000","1,025,050",     15.77,"575,900",8.86,"449,150","3,324,000",     51.14,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","261,719",     15.77,"147,041",8.86,"114,678","1,195,000",     72.01,0.9,2-03306-0042,2965 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       31,1937,"40,509","603,179",     14.89,"310,299",7.66,"292,880","1,390,000",     34.31,0.95,2-03250-0113,2850 CLAFLIN AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       78,1927,"95,500","1,579,570",     16.54,"811,750",8.50,"767,820","3,964,000",     41.51,0.43
2-03271-0210,180 VAN CORTLANDT PARK SOUTH,KINGSBRIDGE/JEROME PARK,D4  -ELEVATOR,       73,1956,"78,864","1,459,773",     18.51,"919,554",11.66,"540,218","4,140,000",     52.50,2-03263-0050,140 VAN CORTLANDT AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,       88,1943,"70,300","1,259,073",     17.91,"658,711",9.37,"600,362","7,141,000",    101.58,0.28,2-03263-0185,3880 ORLOFF AVENUE,KINGSBRIDGE/JEROME PARK,D1  -ELEVATOR,      101,2004,"121,796","2,278,803",     18.71,"1,308,089",10.74,"970,714","10,566,000",     86.75,0.26,2-03246-0080,3890 SEDGWICK AVENUE,KINGSBRIDGE/JEROME PARK,D7  -ELEVATOR,       57,1959,"57,800","1,069,878",     18.51,"563,550",9.75,"506,328","2,426,000",     41.97,0.38
2-03277-0002,389 EAST 194 STREET,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       15,1910,"13,475","183,125",     13.59,"96,077",7.13,"87,049","618,000",     45.86,2-03279-0034,396 EAST 199 STREET,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1927,"26,400","358,776",     13.59,"188,232",7.13,"170,544","1,210,000",     45.83,0.29,2-03250-0046,2825 WEBB AVENUE,KINGSBRIDGE/JEROME PARK,C1  -WALK-UP,       49,1924,"45,000","628,200",     13.96,"345,600",7.68,"282,600","2,024,000",     44.98,0.94,2-03212-0080,2405 GRAND AVENUE,KINGSBRIDGE HTS/UNIV HTS,C1  -WALK-UP,       21,1905,"22,180","279,246",     12.59,"177,662",8.01,"101,584","704,000",     31.74,0.86
2-03277-0023,2676 DECATUR AVENUE,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       16,1908,"18,000","288,180",     16.01,"163,440",9.08,"124,740","926,000",     51.44,2-03279-0034,396 EAST 199 STREET,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1927,"26,400","432,432",     16.38,"232,584",8.81,"199,848","1,210,000",     45.83,0.29,2-03219-0212,111 FATHER ZEISER PLACE,KINGSBRIDGE HTS/UNIV HTS,C1  -WALK-UP,       27,1922,"27,040","430,206",     15.91,"233,626",8.64,"196,581","817,000",     30.21,0.84,2-03218-0024,2316 ANDREWS AVENUE NORTH,KINGSBRIDGE HTS/UNIV HTS,C1  -WALK-UP,       42,1913,"48,720","780,007",     16.01,"442,378",9.08,"337,630","1,951,000",     40.05,0.93
2-03279-0016,398 OLIVER PLACE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       47,1938,"42,975","875,401",     20.37,"560,394",13.04,"315,007","2,457,000",     57.17,2-03294-0053,2705 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       55,1940,"60,060","1,218,617",     20.29,"600,600",10.00,"618,017","2,526,000",     42.06,0.31,2-03297-0001,2929 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1955,"59,085","1,203,561",     20.37,"561,308",9.50,"642,254","3,899,000",     65.99,0.25,2-03298-0021,2980 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1954,"69,166","1,413,753",     20.44,"726,935",10.51,"686,818","3,617,000",     52.29,0.31
2-03280-0013,2962 DECATUR AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       55,1940,"43,195","957,633",     22.17,"612,937",14.19,"344,696","2,720,000",     62.97,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","260,723",     15.71,"99,078",5.97,"161,645","1,195,000",     72.01,0.36,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","555,911",     13.83,"347,293",8.64,"208,617","1,490,000",     37.07,0.21,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-03281-0001,325 EAST 201 STREET,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       73,1950,"96,250","1,425,463",     14.81,"845,075",8.78,"580,388","4,225,000",     43.90,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","245,787",     14.81,"145,713",8.78,"100,074","1,195,000",     72.01,0.35,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","738,203",     15.05,"381,119",7.77,"357,084","1,787,000",     36.43,0.27,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","592,489",     14.74,"303,480",7.55,"289,009","1,490,000",     37.07,0.06
2-03281-0018,340 EAST MOSHOLU PARKWAY S,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       56,1937,"48,628","672,525",     13.83,"370,059",7.61,"302,466","2,161,000",     44.44,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","260,723",     15.71,"99,078",5.97,"161,645","1,195,000",     72.01,0.35,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","555,911",     13.83,"347,293",8.64,"208,617","1,490,000",     37.07,0.06,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","671,495",     13.69,"420,359",8.57,"251,136","1,787,000",     36.43,0.27
2-03282-0007,2640 MARION AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       73,1961,"91,075","1,395,269",     15.32,"761,387",8.36,"633,882","4,655,000",     51.11,2-03297-0001,2929 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1955,"59,085","901,046",     15.25,"433,684",7.34,"467,362","3,899,000",     65.99,0.43,2-03298-0021,2980 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1954,"69,166","1,059,623",     15.32,"578,228",8.36,"481,395","3,617,000",     52.29,0.52,2-03219-0055,2400 WEBB AVENUE,KINGSBRIDGE HTS/UNIV HTS,D1  -ELEVATOR,       75,1963,"82,200","1,262,592",     15.36,"743,910",9.05,"518,682","5,390,000",     65.57,0.79
2-03282-0046,2665 DECATUR AVENUE,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       26,1916,"24,000","326,160",     13.59,"171,120",7.13,"155,040","1,101,000",     45.88,2-03279-0034,396 EAST 199 STREET,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1927,"26,400","358,776",     13.59,"188,232",7.13,"170,544","1,210,000",     45.83,0.31,2-03250-0046,2825 WEBB AVENUE,KINGSBRIDGE/JEROME PARK,C1  -WALK-UP,       49,1924,"45,000","628,200",     13.96,"345,600",7.68,"282,600","2,024,000",     44.98,0.89,2-03212-0080,2405 GRAND AVENUE,KINGSBRIDGE HTS/UNIV HTS,C1  -WALK-UP,       21,1905,"22,180","279,246",     12.59,"177,662",8.01,"101,584","704,000",     31.74,0.82
2-03283-0013,2716 MARION AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       74,1950,"88,400","1,312,740",     14.85,"839,800",9.50,"472,940","3,443,000",     38.95,2-03297-0001,2929 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1955,"59,085","873,276",     14.78,"382,280",6.47,"490,996","3,899,000",     65.99,0.33,2-03298-0021,2980 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1954,"69,166","1,027,115",     14.85,"518,053",7.49,"509,062","3,617,000",     52.29,0.43,2-03219-0055,2400 WEBB AVENUE,KINGSBRIDGE HTS/UNIV HTS,D1  -ELEVATOR,       75,1963,"82,200","1,223,958",     14.89,"672,396",8.18,"551,562","5,390,000",     65.57,0.85
2-03284-0048,2866 MARION AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       67,1956,"71,652","952,972",     13.30,"476,486",6.65,"476,486","3,361,000",     46.91,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","220,727",     13.30,"138,411",8.34,"82,316","1,195,000",     72.01,0.28,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","663,647",     13.53,"359,046",7.32,"304,601","1,787,000",     36.43,0.17,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","531,793",     13.23,"285,392",7.10,"246,401","1,490,000",     37.07,0.24
2-03285-0052,2965 DECATUR AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       37,1936,"39,550","582,176",     14.72,"361,883",9.15,"220,294","1,601,000",     40.48,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","244,293",     14.72,"151,853",9.15,"92,440","1,195,000",     72.01,0.32,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","733,298",     14.95,"399,267",8.14,"334,031","1,787,000",     36.43,0.22,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","588,871",     14.65,"318,352",7.92,"270,519","1,490,000",     37.07,0.17
2-03287-0100,2661 MARION AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       73,1966,"81,730","1,160,566",     14.20,"580,283",7.10,"580,283","4,176,000",     51.10,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","235,663",     14.20,"144,717",8.72,"90,946","1,195,000",     72.01,0.35,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","708,282",     14.44,"377,685",7.70,"330,597","1,787,000",     36.43,0.31,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","567,969",     14.13,"300,666",7.48,"267,303","1,490,000",     37.07,0.57
2-03293-0052,274 EAST 194 STREET,FORDHAM,C6  -WALK-UP,       20,1912,"18,500","271,580",     14.68,"139,860",7.56,"131,720","957,000",     51.73,2-03152-0018,2411 VALENTINE AVENUE,FORDHAM,C1  -WALK-UP,       40,1910,"39,285","588,096",     14.97,"317,423",8.08,"270,674","1,975,000",     50.27,0.37,2-03158-0043,2243 RYER AVENUE,FORDHAM,C1  -WALK-UP,       21,1924,"18,000","264,240",     14.68,"136,080",7.56,"128,160","931,000",     51.72,0.6,2-03160-0009,2070 CRESTON AVENUE,FORDHAM,C1  -WALK-UP,       30,1922,"27,000","335,070",     12.41,"213,840",7.92,"121,230","836,000",     30.96,0.91
2-03295-0033,2830 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       58,1955,"51,060","850,149",     16.65,"509,068",9.97,"341,081","2,558,000",     50.10,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","276,323",     16.65,"165,462",9.97,"110,861","1,195,000",     72.01,0.13,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","827,964",     16.88,"438,998",8.95,"388,967","1,787,000",     36.43,0.09,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","666,450",     16.58,"350,911",8.73,"315,539","1,490,000",     37.07,0.37
2-03299-0014,306 MOSHOLU PARKWAY,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       60,1939,"65,070","961,735",     14.78,"480,867",7.39,"480,867","3,498,000",     53.76,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","245,289",     14.78,"151,024",9.10,"94,265","1,195,000",     72.01,0.33,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","591,283",     14.71,"316,343",7.87,"274,941","1,490,000",     37.07,0,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","736,731",     15.02,"396,815",8.09,"339,917","1,787,000",     36.43,0.28
2-03300-0015,2674 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       11,1913,"14,088","359,385",     25.51,"125,806",8.93,"233,579","1,872,000",    132.88,2-03296-0010,2846 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       16,1911,"11,250","410,400",     36.48,"262,688",23.35,"147,713","1,326,000",    117.87,0.32,2-03299-0013,3026 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       26,1922,"16,775","370,224",     22.07,"185,028",11.03,"185,196","1,606,000",     95.74,0.59,2-04570-0014,3022 HOLLAND AVENUE,BRONXDALE,C1  -WALK-UP,       13,1926,"8,528","217,549",     25.51,"119,648",14.03,"97,901","785,000",     92.05,1.44
2-03307-0001,3000 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       57,1937,"55,800","940,788",     16.86,"584,226",10.47,"356,562","2,682,000",     48.06,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","279,809",     16.86,"173,760",10.47,"106,048","1,195,000",     72.01,0.27,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","674,891",     16.79,"371,411",9.24,"303,480","1,490,000",     37.07,0.12,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","838,265",     17.09,"464,013",9.46,"374,252","1,787,000",     36.43,0.26
2-03311-0001,3127 GRAND CONCOURSE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,      120,1956,"133,400","2,237,118",     16.77,"1,099,216",8.24,"1,137,902","8,523,000",     63.89,2-03297-0001,2929 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1955,"59,085","984,947",     16.67,"457,318",7.74,"527,629","3,899,000",     65.99,0.36,2-03343-0204,250 EAST GUN HILL ROAD,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       82,1925,"100,829","1,643,513",     16.30,"874,187",8.67,"769,325","3,942,000",     39.10,0.64,2-03294-0053,2705 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       55,1940,"60,060","996,395",     16.59,"494,894",8.24,"501,501","2,526,000",     42.06,0.68
2-03311-0044,3201 GRAND CONCOURSE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       78,1963,"93,000","1,327,110",     14.27,"697,500",7.50,"629,610","4,537,000",     48.78,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","233,008",     14.04,"141,232",8.51,"91,776","1,195,000",     72.01,0.43,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","699,944",     14.27,"367,875",7.50,"332,069","1,787,000",     36.43,0.49,2-03328-0050,3521 DEKALB AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       83,1928,"89,250","1,320,008",     14.79,"635,460",7.12,"684,548","4,843,000",     54.26,0.58
2-03311-0138,190 EAST MOSHOLU PARKWAY S,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       58,1939,"63,763","936,678",     14.69,"477,585",7.49,"459,094","3,335,000",     52.30,2-03298-0021,2980 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1954,"69,166","1,016,049",     14.69,"518,053",7.49,"497,995","3,617,000",     52.29,0.25,2-03294-0053,2705 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       55,1940,"60,060","881,080",     14.67,"533,333",8.88,"347,747","2,526,000",     42.06,0.69,2-03356-0035,3508 KINGS COLLEGE PLACE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       44,1931,"42,600","664,134",     15.59,"405,126",9.51,"259,008","1,912,000",     44.88,0.65
2-03313-0069,3184 GRAND CONCOURSE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       55,1963,"80,811","1,187,114",     14.69,"605,274",7.49,"581,839","4,227,000",     52.31,2-03298-0021,2980 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1954,"69,166","1,016,049",     14.69,"518,053",7.49,"497,995","3,617,000",     52.29,0.37,2-03294-0053,2705 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       55,1940,"60,060","881,080",     14.67,"533,333",8.88,"347,747","2,526,000",     42.06,0.79,2-03356-0035,3508 KINGS COLLEGE PLACE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       44,1931,"42,600","664,134",     15.59,"405,126",9.51,"259,008","1,912,000",     44.88,0.59
2-03316-0050,2685 CRESTON AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       73,1940,"77,850","1,076,666",     13.83,"592,439",7.61,"484,227","3,459,000",     44.43,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","260,723",     15.71,"99,078",5.97,"161,645","1,195,000",     72.01,0.36,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","671,495",     13.69,"420,359",8.57,"251,136","1,787,000",     36.43,0.41,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","555,911",     13.83,"347,293",8.64,"208,617","1,490,000",     37.07,0.68
2-03322-0037,3175 VILLA AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       62,1914,"34,820","517,425",     14.86,"310,594",8.92,"206,831","1,508,000",     43.31,2-03329-0064,19 EAST 213 STREET,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       67,1928,"60,300","871,335",     14.45,"430,542",7.14,"440,793","3,190,000",     52.90,0.79,2-03280-0039,2997 WEBSTER AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       35,2013,"24,616","564,937",     22.95,"197,666",8.03,"367,271","2,911,000",    118.26,0.61,2-03283-0025,2732 MARION AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       35,2007,"39,512","587,148",     14.86,"267,891",6.78,"319,257","2,499,000",     63.25,0.75
2-03326-0045,91 EAST 208 STREET,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       65,1926,"56,000","887,600",     15.85,"408,240",7.29,"479,360","3,519,000",     62.84,2-03326-0013,95 EAST MOSHOLU PARKWAY N,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       46,1926,"41,300","629,412",     15.24,"372,113",9.01,"257,299","1,934,000",     46.83,0.08,2-03332-0004,3038 HULL AVENUE,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1915,"19,000","301,150",     15.85,"191,520",10.08,"109,630","611,000",     32.16,0.55,2-03332-0001,353 EAST MOSHOLU PARKWAY N,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       25,1915,"20,093","307,624",     15.31,"195,304",9.72,"112,320","782,000",     38.92,0.55
2-03343-0076,3245 PERRY AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       42,1940,"41,000","639,190",     15.59,"423,120",10.32,"216,070","1,594,000",     38.88,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","258,732",     15.59,"171,271",10.32,"87,461","1,195,000",     72.01,0.65,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","623,842",     15.52,"364,980",9.08,"258,862","1,490,000",     37.07,0.39,2-03352-0012,3312 HULL AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       48,1927,"52,000","858,000",     16.50,"499,720",9.61,"358,280","2,463,000",     47.37,0.32
2-03343-0260,3388 WAYNE AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,      104,1928,"148,000","2,080,880",     14.06,"1,141,080",7.71,"939,800","6,744,000",     45.57,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","220,893",     13.31,"151,024",9.10,"69,869","1,195,000",     72.01,0.89,2-03352-0012,3312 HULL AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       48,1927,"52,000","739,440",     14.22,"436,280",8.39,"303,160","2,463,000",     47.37,0.25,2-03328-0050,3521 DEKALB AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       83,1928,"89,250","1,254,855",     14.06,"688,118",7.71,"566,738","4,843,000",     54.26,0.28
